APG,BPG,FG,FT,PTs,RPG,SPG,Three_PT,career_minute,career_play,player_contract,player_height,player_name,player_num,player_position,player_salary,player_team,player_weight
场均助攻2.3次,场均盖帽0.46个,投篮命中率为44.3%,罚球命中率为83.0%,场均得分18.2分,场均篮板11.1个,场均抢断0.69次,三分命中率为37.4%,职业生涯场均出战31.7分钟,职业生涯每赛季场均出场59场,5年1.13亿美元，2015年夏天签，2020年夏天到期。2018年7月，以4年1.2亿美元提前续约，2019年夏天生效，2023年夏天到期,2.08米/6尺10,凯文-乐福,0,F-C,本年薪金：2894万美元,克利夫兰骑士,114公斤/251磅
,,,,,,,,,该球员从未在NBA出场过。,1年90万美元，2019年夏签,2.31米/7尺7,塔科-法尔,NULL,C,本年薪金：90万美元,波士顿凯尔特人,131公斤/289磅
,,,,,,,,,该球员从未在NBA出场过。,新秀合同，2019年夏天签，2023年到期，2022年，2023年球队选项,1.85米/6尺1,卡森-爱德华兹,4,G,本年薪金：120万美元,波士顿凯尔特人,90公斤/198磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,1.93米/6尺4,哈维特-格林,NULL,F,本年薪金：万美元,波士顿凯尔特人,93公斤/205磅
场均助攻1.2次,场均盖帽0.49个,投篮命中率为39.8%,罚球命中率为75.0%,场均得分4.3分,场均篮板2.5个,场均抢断0.54次,三分命中率为25.8%,职业生涯场均出战19.6分钟,职业生涯每赛季场均出场74场,3年392万美元，2018年夏天签，2021年夏天到期，2020-21赛季无保障，2020年7月10日前不被裁则全额保障,1.96米/6尺5,布鲁斯-布朗,6,G,本年薪金：142万美元,底特律活塞,86公斤/190磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,1.91米/6尺3,乔丹-博恩,18,G,本年薪金：万美元,底特律活塞,81公斤/178磅
场均助攻0.3次,场均盖帽0.19个,投篮命中率为31.9%,罚球命中率为63.6%,场均得分2.3分,场均篮板0.8个,场均抢断0.27次,三分命中率为28.6%,职业生涯场均出战7.5分钟,职业生涯每赛季场均出场26场,1年84万美元，2018年夏天签，2019年夏天到期,1.91米/6尺3,凯里-托马斯,13,G,本年薪金：84万美元,底特律活塞,95公斤/210磅
场均助攻1.3次,场均盖帽0.52个,投篮命中率为46.5%,罚球命中率为75.9%,场均得分12.4分,场均篮板4.7个,场均抢断0.57次,三分命中率为34.9%,职业生涯场均出战22.8分钟,职业生涯每赛季场均出场55场,NULL,2.08米/6尺10,迈克尔-比斯利,NULL,F,本年薪金：万美元,底特律活塞,107公斤/235磅
场均助攻0.9次,场均盖帽0.02个,投篮命中率为32.9%,罚球命中率为60.0%,场均得分3.2分,场均篮板0.9个,场均抢断0.33次,三分命中率为32.6%,职业生涯场均出战10.5分钟,职业生涯每赛季场均出场28场,3年457万美元，2018年夏天签，2021年夏天到期，2019-20、2020-21赛季无保障，2019年7月5日、2020年7月5日前不被裁则当赛季转为全额保障,2.03米/6尺8,斯维亚托斯拉夫-米哈伊柳克,19,F,本年薪金：142万美元,底特律活塞,87公斤/192磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.03米/6尺8,代维达斯-西尔维迪斯,37,G-F,本年薪金：万美元,底特律活塞,88公斤/194磅
场均助攻0.3次,场均盖帽0.46个,投篮命中率为50.3%,罚球命中率为71.6%,场均得分6.1分,场均篮板3.2个,场均抢断0.31次,三分命中率为32.4%,职业生涯场均出战10.5分钟,职业生涯每赛季场均出场14场,NULL,2.11米/6尺11,克里斯蒂安-伍德,35,F,本年薪金：万美元,底特律活塞,100公斤/220磅
场均助攻3.9次,场均盖帽0.08个,投篮命中率为41.4%,罚球命中率为72.3%,场均得分4.9分,场均篮板2.4个,场均抢断0.69次,三分命中率为33.2%,职业生涯场均出战17.4分钟,职业生涯每赛季场均出场35场,1年188万美元，2019年夏天签，2020年到期,1.85米/6尺1,蒂姆-弗雷泽,12,G,本年薪金：188万美元,底特律活塞,77公斤/170磅
,,,,,,,,,该球员从未在NBA出场过。,新秀合同，2019年夏天签，2023年到期，2022年，2023年球队选项,2.06米/6尺9,塞古-敦布亚,45,F,本年薪金：328万美元,底特律活塞,95公斤/210磅
场均助攻1.7次,场均盖帽0.14个,投篮命中率为38.6%,罚球命中率为79.9%,场均得分8.1分,场均篮板2.5个,场均抢断0.71次,三分命中率为36.5%,职业生涯场均出战22.0分钟,职业生涯每赛季场均出场59场,3年2100万美元，2017年夏天签，2020年夏天到期,1.88米/6尺2,兰斯顿-加洛韦,9,G,本年薪金：733万美元,底特律活塞,91公斤/200磅
场均助攻1.1次,场均盖帽0.25个,投篮命中率为42.6%,罚球命中率为81.5%,场均得分6.3分,场均篮板2.3个,场均抢断0.49次,三分命中率为38.6%,职业生涯场均出战22.6分钟,职业生涯每赛季场均出场73场,4年4600万美元，2017年夏天签，2021年夏天到期，2020-2021赛季球员选项,2.01米/6尺7,托尼-斯内尔,17,G,本年薪金：1139万美元,底特律活塞,98公斤/217磅
场均助攻1.7次,场均盖帽0.55个,投篮命中率为44.8%,罚球命中率为77.7%,场均得分11.5分,场均篮板5.4个,场均抢断0.87次,三分命中率为33.8%,职业生涯场均出战25.7分钟,职业生涯每赛季场均出场59场,1年360万美元，2019年夏天签，2020年到期,2.08米/6尺10,马基夫-莫里斯,8,F,本年薪金：360万美元,底特律活塞,111公斤/245磅
场均助攻1.8次,场均盖帽0.17个,投篮命中率为44.1%,罚球命中率为84.7%,场均得分8.6分,场均篮板2.6个,场均抢断0.51次,三分命中率为40.3%,职业生涯场均出战21.3分钟,职业生涯每赛季场均出场68场,4年1514万美元，2017年夏天签，2021年夏天到期，2019-20、2020-21赛季球队选项,1.96米/6尺5,卢克-肯纳德,5,G,本年薪金：383万美元,底特律活塞,91公斤/200磅
场均助攻5.4次,场均盖帽0.34个,投篮命中率为45.3%,罚球命中率为82.5%,场均得分18.4分,场均篮板3.4个,场均抢断0.73次,三分命中率为30.3%,职业生涯场均出战32.4分钟,职业生涯每赛季场均出场47场,2年1500万美元，2019年夏天签，2021年到期,1.91米/6尺3,德里克-罗斯,25,G,本年薪金：731万美元,底特律活塞,86公斤/190磅
场均助攻0.6次,场均盖帽0.70个,投篮命中率为41.6%,罚球命中率为68.0%,场均得分4.8分,场均篮板2.9个,场均抢断0.38次,三分命中率为32.0%,职业生涯场均出战15.0分钟,职业生涯每赛季场均出场55场,4年931万美元，2016年夏天签，2020年夏天到期，2018-19赛季、2019-20赛季球队选项,2.16米/7尺1,索恩-梅克,7,C-F,本年薪金：357万美元,底特律活塞,101公斤/223磅
场均助攻4.6次,场均盖帽0.12个,投篮命中率为42.9%,罚球命中率为85.5%,场均得分13.1分,场均篮板3.1个,场均抢断0.72次,三分命中率为32.9%,职业生涯场均出战25.8分钟,职业生涯每赛季场均出场60场,5年8000万美元，2015年夏天签，2020年夏天到期,1.91米/6尺3,雷吉-杰克逊,1,G,本年薪金：1809万美元,底特律活塞,94公斤/208磅
场均助攻1.2次,场均盖帽1.56个,投篮命中率为54.3%,罚球命中率为44.8%,场均得分14.1分,场均篮板13.7个,场均抢断1.34次,三分命中率为14.7%,职业生涯场均出战30.8分钟,职业生涯每赛季场均出场77场,5年1.3亿美元，2016年夏天签，2021年夏天到期，2020-21赛季球员选项,2.11米/6尺11,安德烈-德拉蒙德,0,C,本年薪金：2709万美元,底特律活塞,127公斤/279磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.08米/6尺10,阿米达-布里马,NULL,C,本年薪金：万美元,印第安纳步行者,104公斤/230磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.01米/6尺7,布赖恩-鲍恩二世,10,G-F,本年薪金：万美元,印第安纳步行者,91公斤/200磅
场均助攻0.7次,场均盖帽0.48个,投篮命中率为44.8%,罚球命中率为66.7%,场均得分5.4分,场均篮板2.7个,场均抢断0.39次,三分命中率为24.9%,职业生涯场均出战15.9分钟,职业生涯每赛季场均出场41场,NULL,2.06米/6尺9,亚卡尔-桑普森,14,F,本年薪金：万美元,印第安纳步行者,97公斤/214磅
场均助攻0.5次,场均盖帽0.06个,投篮命中率为37.0%,罚球命中率为81.2%,场均得分2.0分,场均篮板0.5个,场均抢断0.23次,三分命中率为33.3%,职业生涯场均出战5.7分钟,职业生涯每赛季场均出场16场,NULL,1.96米/6尺5,CJ-威尔考克斯,16,G,本年薪金：万美元,印第安纳步行者,88公斤/195磅
场均助攻1次,场均盖帽0.07个,投篮命中率为33.3%,罚球命中率为100%,场均得分1.3分,场均篮板0.4个,场均抢断0.07次,三分命中率为25.0%,职业生涯场均出战5.7分钟,职业生涯每赛季场均出场7场,NULL,1.93米/6尺4,纳兹-米特鲁-朗,15,G,本年薪金：万美元,印第安纳步行者,99公斤/218磅
,,,,,,,,,该球员从未在NBA出场过。,2019年夏天，签下Exhibit 10合同,2.03米/6尺8,杰基南-甘特,NULL,F,本年薪金：万美元,印第安纳步行者,98公斤/216磅
场均助攻0.1次,场均盖帽0.21个,投篮命中率为25.0%,罚球命中率为50.0%,场均得分0.9分,场均篮板1.4个,场均抢断0.07次,三分命中率为50.0%,职业生涯场均出战4.6分钟,职业生涯每赛季场均出场14场,2年225万美元，2018年夏天签，2020年夏天到期，其中包含84万的保证金,2.06米/6尺9,阿利兹-约翰逊 ,24,F,本年薪金：141万美元,印第安纳步行者,91公斤/201磅
场均助攻1.7次,场均盖帽0.26个,投篮命中率为40.1%,罚球命中率为82.0%,场均得分5.9分,场均篮板1.3个,场均抢断0.42次,三分命中率为33.9%,职业生涯场均出战12.9分钟,职业生涯每赛季场均出场50场,4年1047万美元，2018年夏天签，2022年夏天到期，2020和2021年球队选项,1.85米/6尺1,阿龙-霍勒迪,3,G,本年薪金：224万美元,印第安纳步行者,84公斤/185磅
场均助攻0.4次,场均盖帽0.21个,投篮命中率为35.4%,罚球命中率为62.5%,场均得分2.8分,场均篮板1.0个,场均抢断0.50次,三分命中率为25.9%,职业生涯场均出战8.8分钟,职业生涯每赛季场均出场12场,3年650万美元，2019年夏天签，2022年到期,1.96米/6尺5,埃德蒙-萨姆纳,5,G,本年薪金：200万美元,印第安纳步行者,84公斤/185磅
场均助攻0.3次,场均盖帽0.16个,投篮命中率为49.9%,罚球命中率为61.9%,场均得分3.3分,场均篮板1.8个,场均抢断0.12次,三分命中率为38.3%,职业生涯场均出战8.8分钟,职业生涯每赛季场均出场54场,4年1158万美元，2017年夏天签，2021年夏天到期，2019-20、2020-21赛季球队选项,2.08米/6尺10,TJ-利夫,22,F,本年薪金：281万美元,印第安纳步行者,102公斤/225磅
,,,,,,,,,该球员从未在NBA出场过。,2年577万美元，2019年夏天签,2.11米/6尺11,戈加-比塔泽,88,C-F,本年薪金：281万美元,印第安纳步行者,111公斤/245磅
场均助攻4.5次,场均盖帽0.16个,投篮命中率为48.9%,罚球命中率为77.2%,场均得分6.4分,场均篮板2.9个,场均抢断1.26次,三分命中率为35.5%,职业生涯场均出战22.1分钟,职业生涯每赛季场均出场78场,2年700万美元，2019年夏天签，2021年到期,1.88米/6尺2,TJ-麦康奈尔,9,G,本年薪金：341万美元,印第安纳步行者,91公斤/200磅
场均助攻2.0次,场均盖帽0.42个,投篮命中率为51.3%,罚球命中率为73.0%,场均得分10.7分,场均篮板7.0个,场均抢断0.55次,三分命中率为34.4%,职业生涯场均出战23.4分钟,职业生涯每赛季场均出场75场,4年1118万美元，2016年夏天签，2020年夏天到期，2018-19赛季、2019-20赛季球队选项,2.11米/6尺11,多曼塔斯-萨博尼斯,11,F,本年薪金：353万美元,印第安纳步行者,109公斤/240磅
场均助攻1.1次,场均盖帽0.51个,投篮命中率为49.7%,罚球命中率为76.6%,场均得分14.4分,场均篮板4.1个,场均抢断0.95次,三分命中率为34.0%,职业生涯场均出战27.7分钟,职业生涯每赛季场均出场52场,2017年9月以4年4700万美元提前续约，2018年夏天生效，2022年夏天到期,2.03米/6尺8,TJ-沃伦,1,F,本年薪金：1081万美元,印第安纳步行者,102公斤/225磅
场均助攻3.5次,场均盖帽0.22个,投篮命中率为48.4%,罚球命中率为89.3%,场均得分12.8分,场均篮板3.5个,场均抢断0.90次,三分命中率为40.3%,职业生涯场均出战28.5分钟,职业生涯每赛季场均出场58场,4年8500万美元，2019年夏天签，2023年到期,1.96米/6尺5,马尔科姆-布罗格登,7,G,本年薪金：1976万美元,印第安纳步行者,98公斤/215磅
场均助攻1.5次,场均盖帽0.39个,投篮命中率为38.9%,罚球命中率为83.7%,场均得分8.1分,场均篮板2.9个,场均抢断1.00次,三分命中率为34.9%,职业生涯场均出战23.3分钟,职业生涯每赛季场均出场49场,1年480万美元，2019年夏天签，2020年到期,1.98米/6尺6,贾斯廷-霍勒迪,8,G,本年薪金：480万美元,印第安纳步行者,84公斤/185磅
场均助攻0.8次,场均盖帽0.12个,投篮命中率为45.8%,罚球命中率为82.3%,场均得分8.0分,场均篮板2.3个,场均抢断0.20次,三分命中率为40.3%,职业生涯场均出战20.6分钟,职业生涯每赛季场均出场54场,3年2200万美元，2018年夏天签，2021年夏天到期,2.03米/6尺8,道格-麦克德莫特,20,F,本年薪金：733万美元,印第安纳步行者,99公斤/219磅
场均助攻1.5次,场均盖帽0.35个,投篮命中率为44.3%,罚球命中率为85.3%,场均得分10.2分,场均篮板3.7个,场均抢断0.68次,三分命中率为33.9%,职业生涯场均出战20.5分钟,职业生涯每赛季场均出场62场,3年3150万美元，2019年夏天签，2022年到期,1.96米/6尺5,杰里米-兰姆,26,G,本年薪金：1000万美元,印第安纳步行者,84公斤/185磅
场均助攻1.3次,场均盖帽2.01个,投篮命中率为49.2%,罚球命中率为77.2%,场均得分12.8分,场均篮板6.6个,场均抢断0.68次,三分命中率为36.2%,职业生涯场均出战28.1分钟,职业生涯每赛季场均出场69场,2018年10月提前续约4年8000万美元，其中奖金部分为800万美元,2.11米/6尺11,迈尔斯-特纳,33,C-F,本年薪金：1750万美元,印第安纳步行者,110公斤/243磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,1.85米/6尺1,乔丹-麦克劳克林,0,G,本年薪金：万美元,明尼苏达森林狼,84公斤/185磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.01米/6尺7,凯勒-马丁,NULL,F,本年薪金：万美元,明尼苏达森林狼,100公斤/220磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,1.93米/6尺4,杰伦-诺埃尔,4,G,本年薪金：万美元,明尼苏达森林狼,91公斤/200磅
场均助攻1.2次,场均盖帽0.22个,投篮命中率为43.5%,罚球命中率为67.4%,场均得分5.5分,场均篮板2.2个,场均抢断0.52次,三分命中率为23.7%,职业生涯场均出战16.1分钟,职业生涯每赛季场均出场46场,NULL,1.96米/6尺5,蒂龙-华莱士,NULL,G,本年薪金：万美元,明尼苏达森林狼,90公斤/198磅
场均助攻0.6次,场均盖帽0.47个,投篮命中率为42.3%,罚球命中率为64.3%,场均得分5.0分,场均篮板2.8个,场均抢断0.60次,三分命中率为25.0%,职业生涯场均出战16.8分钟,职业生涯每赛季场均出场30场,2年226万美元，2018年夏天签，2020年夏天到期,2.01米/6尺7,凯塔-贝茨-迪奥普,31,F,本年薪金：142万美元,明尼苏达森林狼,107公斤/235磅
场均助攻1.5次,场均盖帽0.90个,投篮命中率为58.9%,罚球命中率为65.9%,场均得分4.1分,场均篮板3.3个,场均抢断0.49次,三分命中率为0%,职业生涯场均出战13.2分钟,职业生涯每赛季场均出场60场,1年160万美元，2019年夏天签，2020年到期,2.03米/6尺8,乔丹-贝尔,7,F,本年薪金：160万美元,明尼苏达森林狼,102公斤/225磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.08米/6尺10,纳兹-里德,NULL,F,本年薪金：万美元,明尼苏达森林狼,113公斤/249磅
场均助攻0.8次,场均盖帽0.08个,投篮命中率为39.6%,罚球命中率为71.9%,场均得分4.1分,场均篮板2.0个,场均抢断0.42次,三分命中率为36.2%,职业生涯场均出战15.6分钟,职业生涯每赛季场均出场41场,2年316万美元，2018年夏天签，2020年夏天到期，其中151万受保障，2019-20赛季无保障,1.98米/6尺6,特雷韦恩-格雷厄姆,12,F,本年薪金：165万美元,明尼苏达森林狼,102公斤/226磅
场均助攻2.0次,场均盖帽0.14个,投篮命中率为40.0%,罚球命中率为81.9%,场均得分6.9分,场均篮板1.8个,场均抢断0.82次,三分命中率为35.9%,职业生涯场均出战17.0分钟,职业生涯每赛季场均出场60场,2年379万美元，2018年夏天签，2020年夏天到期，其中194万受保障，2019-20赛季球队选项且无保障,1.85米/6尺1,沙巴兹-内皮尔,13,G,本年薪金：185万美元,明尼苏达森林狼,79公斤/175磅
场均助攻0.7次,场均盖帽0.42个,投篮命中率为45.2%,罚球命中率为67.5%,场均得分5.1分,场均篮板5.5个,场均抢断0.41次,三分命中率为31.3%,职业生涯场均出战17.5分钟,职业生涯每赛季场均出场50场,1年200万美元，2019年夏天签，2020年到期,2.06米/6尺9,诺阿-冯莱,1,F,本年薪金：200万美元,明尼苏达森林狼,111公斤/245磅
场均助攻1.2次,场均盖帽0.45个,投篮命中率为38.6%,罚球命中率为72.8%,场均得分7.7分,场均篮板2.9个,场均抢断1.19次,三分命中率为27.9%,职业生涯场均出战23.7分钟,职业生涯每赛季场均出场74场,4年1173万美元，2018年夏天签，2022年夏天到期，2020-21、2021-22赛季球队选项,1.93米/6尺4,约什-奥科吉,20,G,本年薪金：253万美元,明尼苏达森林狼,97公斤/213磅
场均助攻0.5次,场均盖帽0.24个,投篮命中率为44.5%,罚球命中率为71.3%,场均得分3.9分,场均篮板1.6个,场均抢断0.30次,三分命中率为29.4%,职业生涯场均出战10.9分钟,职业生涯每赛季场均出场43场,3年1150万美元，2019年夏天签，2022年到期,2.06米/6尺9,杰克-莱曼,10,F,本年薪金：365万美元,明尼苏达森林狼,95公斤/210磅
,,,,,,,,,该球员从未在NBA出场过。,新秀合同，2019年夏天签，2023年到期，2022年，2023年球队选项,2.01米/6尺7,贾勒特-卡尔弗,23,G-F,本年薪金：581万美元,明尼苏达森林狼,88公斤/195磅
场均助攻1.6次,场均盖帽0.86个,投篮命中率为40.6%,罚球命中率为81.4%,场均得分12.8分,场均篮板5.5个,场均抢断1.71次,三分命中率为36.3%,职业生涯场均出战30.6分钟,职业生涯每赛季场均出场49场,5年6160万美元，2017年11月签，2017年11月生效，2022年夏天到期，新合同包含将2017-18赛季薪金从157万美元提升至1670万美元,2.06米/6尺9,罗伯特-科温顿,33,F,本年薪金：1082万美元,明尼苏达森林狼,98公斤/215磅
场均助攻1.3次,场均盖帽0.92个,投篮命中率为50.2%,罚球命中率为78.8%,场均得分7.7分,场均篮板6.0个,场均抢断0.79次,三分命中率为32.7%,职业生涯场均出战21.8分钟,职业生涯每赛季场均出场75场,4年658万美元，2013年夏天签，2016年10月以4年6400万美元提前续约，2017年夏天生效，2021年夏天到期,2.11米/6尺11,戈尔吉-吉昂,5,C,本年薪金：1623万美元,明尼苏达森林狼,109公斤/240磅
场均助攻5.9次,场均盖帽0.34个,投篮命中率为44.6%,罚球命中率为84.2%,场均得分12.8分,场均篮板2.5个,场均抢断1.23次,三分命中率为35.7%,职业生涯场均出战28.2分钟,职业生涯每赛季场均出场71场,3年5700万美元，2017年夏天签，2020年夏天到期，2019-2020赛季球员选项,1.88米/6尺2,杰夫-蒂格,0,G,本年薪金：1900万美元,明尼苏达森林狼,84公斤/186磅
场均助攻2.6次,场均盖帽1.47个,投篮命中率为53.8%,罚球命中率为84.1%,场均得分22.0分,场均篮板12.0个,场均抢断0.76次,三分命中率为39.8%,职业生涯场均出战34.7分钟,职业生涯每赛季场均出场81场,4年2572万美元，2015年夏天签，2019年夏天到期。2018年夏天提前续约5年1.58亿美元，2019年夏天生效。,2.13米/7尺0,卡尔-安东尼-唐斯,32,C-F,本年薪金：2725万美元,明尼苏达森林狼,111公斤/244磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,1.93米/6尺4,吕冈茨-多尔特,5,G,本年薪金：万美元,俄克拉荷马城雷霆,98公斤/215磅
场均助攻0.3次,场均盖帽0.20个,投篮命中率为45.5%,罚球命中率为61.0%,场均得分3.7分,场均篮板1.9个,场均抢断0.41次,三分命中率为16.7%,职业生涯场均出战10.3分钟,职业生涯每赛季场均出场51场,3年392万美元，2018年夏天签，2021年夏天到期,1.96米/6尺5,哈米杜-迪亚洛,6,G,本年薪金：141万美元,俄克拉荷马城雷霆,90公斤/198磅
场均助攻0.8次,场均盖帽0个,投篮命中率为33.3%,罚球命中率为50.0%,场均得分1.8分,场均篮板1.5个,场均抢断0.75次,三分命中率为0%,职业生涯场均出战6.2分钟,职业生涯每赛季场均出场2场,三年530万，2019年夏天签,2.13米/7尺0,贾斯廷-巴顿,NULL,C,本年薪金：162万美元,俄克拉荷马城雷霆,104公斤/230磅
场均助攻1.2次,场均盖帽1.31个,投篮命中率为53.3%,罚球命中率为64.0%,场均得分8.2分,场均篮板6.4个,场均抢断1.36次,三分命中率为20.0%,职业生涯场均出战22.5分钟,职业生涯每赛季场均出场50场,1年202万美元，2019年夏天签，2020年夏天到期,2.11米/6尺11,纳伦斯-诺埃尔,9,F-C,本年薪金：202万美元,俄克拉荷马城雷霆,103公斤/228磅
场均助攻1.9次,场均盖帽0.09个,投篮命中率为33.8%,罚球命中率为77.6%,场均得分3.8分,场均篮板1.7个,场均抢断0.66次,三分命中率为25.0%,职业生涯场均出战14.2分钟,职业生涯每赛季场均出场16场,NULL,1.83米/6尺0,贾旺-埃文斯,8,G,本年薪金：万美元,俄克拉荷马城雷霆,86公斤/190磅
场均助攻0.5次,场均盖帽0.20个,投篮命中率为37.2%,罚球命中率为64.0%,场均得分3.4分,场均篮板1.6个,场均抢断0.32次,三分命中率为33.9%,职业生涯场均出战11.1分钟,职业生涯每赛季场均出场52场,3年416万美元，2017年夏天签，2020年夏天到期。,1.98米/6尺6,阿卜杜勒-纳迪尔,11,F,本年薪金：162万美元,俄克拉荷马城雷霆,104公斤/230磅
场均助攻1.0次,场均盖帽0.54个,投篮命中率为45.4%,罚球命中率为83.7%,场均得分5.9分,场均篮板3.4个,场均抢断0.37次,三分命中率为36.0%,职业生涯场均出战16.7分钟,职业生涯每赛季场均出场46场,2年430万美元，2019年夏天签，2020年到期,2.11米/6尺11,迈克-穆斯卡拉,33,F-C,本年薪金：202万美元,俄克拉荷马城雷霆,109公斤/240磅
,,,,,,,,,该球员从未在NBA出场过。,新秀合同，2019年夏天签，2023年到期，2022年，2023年球队选项,2.06米/6尺9,达里厄斯-贝兹利,7,F-G,本年薪金：228万美元,俄克拉荷马城雷霆,91公斤/200磅
场均助攻0.6次,场均盖帽0.18个,投篮命中率为42.3%,罚球命中率为77.5%,场均得分4.5分,场均篮板1.2个,场均抢断0.45次,三分命中率为35.1%,职业生涯场均出战17.6分钟,职业生涯每赛季场均出场65场,4年1032万美元，2017年夏天签，2021年夏天到期，2019-2020、2020-2021赛季球队选项,2.01米/6尺7,特伦斯-弗格森,23,G,本年薪金：248万美元,俄克拉荷马城雷霆,84公斤/185磅
场均助攻3.3次,场均盖帽0.55个,投篮命中率为47.6%,罚球命中率为80.0%,场均得分10.8分,场均篮板2.8个,场均抢断1.17次,三分命中率为36.7%,职业生涯场均出战26.5分钟,职业生涯每赛季场均出场82场,4年1696万美元，2018年夏天签，2022年夏天到期，2020-21赛季及2021-22赛季球队选项,1.98米/6尺6,谢伊-吉尔杰斯-亚历山大,2,G,本年薪金：395万美元,俄克拉荷马城雷霆,82公斤/180磅
场均助攻0.9次,场均盖帽0.69个,投篮命中率为48.9%,罚球命中率为44.8%,场均得分4.6分,场均篮板4.1个,场均抢断0.93次,三分命中率为25.4%,职业生涯场均出战23.0分钟,职业生涯每赛季场均出场55场,3年3000万美元，2017年夏天签，2020年夏天到期,2.01米/6尺7,安德烈-罗伯森,21,G-F,本年薪金：1074万美元,俄克拉荷马城雷霆,95公斤/210磅
场均助攻4.6次,场均盖帽0.11个,投篮命中率为43.0%,罚球命中率为82.5%,场均得分13.4分,场均篮板2.7个,场均抢断0.81次,三分命中率为32.5%,职业生涯场均出战24.7分钟,职业生涯每赛季场均出场71场,4年7500万，2013年夏天签，2016年10月以4年7000万美元提前续约，2017年夏天生效，2021年夏天到期，其中6200万美元受保障，200万美元不易达到的激励奖金,1.85米/6尺1,丹尼斯-施罗德,17,G,本年薪金：1550万美元,俄克拉荷马城雷霆,78公斤/172磅
场均助攻2.0次,场均盖帽0.43个,投篮命中率为42.4%,罚球命中率为87.0%,场均得分15.9分,场均篮板4.9个,场均抢断0.80次,三分命中率为37.4%,职业生涯场均出战31.4分钟,职业生涯每赛季场均出场50场,3年6477万美元，2017年夏天签，2020年夏天到期,2.08米/6尺10,达尼罗-加里纳利,8,F,本年薪金：2262万美元,俄克拉荷马城雷霆,102公斤/225磅
场均助攻1.0次,场均盖帽1.00个,投篮命中率为59.6%,罚球命中率为55.4%,场均得分10.2分,场均篮板7.6个,场均抢断0.94次,三分命中率为0%,职业生涯场均出战27.7分钟,职业生涯每赛季场均出场77场,4年969万美元，2013年夏天签，2017年夏天到期，2016年10月以4年1亿美元提前续约，2017年夏天生效，2021年到期,2.13米/7尺0,史蒂文-亚当斯,12,C,本年薪金：2584万美元,俄克拉荷马城雷霆,116公斤/255磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.01米/6尺7,尼格尔-威廉姆斯-戈斯,11,F,本年薪金：万美元,犹他爵士,98公斤/215磅
,,,,,,,,,该球员从未在NBA出场过。,NULL,2.01米/6尺7,贾斯廷-赖特-福尔曼,5,F,本年薪金：万美元,犹他爵士,116公斤/255磅
