date,temperature,weather
2017年01月04日,12℃/9℃,小雨/中雨
2017年01月05日,11℃/8℃,中雨/小雨
2017年01月06日,11℃/7℃,小雨/小到中雨
2017年01月07日,11℃/6℃,小雨/阴
2017年01月08日,8℃/1℃,阴/多云
2017年01月09日,8℃/2℃,多云/多云
2017年01月10日,8℃/4℃,阴/阴
2017年01月11日,8℃/4℃,多云/小雨
2017年01月12日,10℃/0℃,阴/多云
2017年01月13日,11℃/-1℃,晴/晴
2017年01月14日,7℃/0℃,晴/多云
2017年01月15日,6℃/0℃,多云/多云
2017年01月16日,8℃/2℃,晴/多云
2017年01月17日,9℃/3℃,多云/阴
2017年01月18日,7℃/5℃,小雨/小雨
2017年01月19日,8℃/-2℃,阴/多云
2017年01月20日,3℃/-4℃,晴/晴
2017年01月21日,7℃/-3℃,晴/晴
2017年01月22日,6℃/-3℃,晴/晴
2017年01月23日,7℃/-1℃,晴/晴
2017年01月24日,8℃/0℃,多云/多云
2017年01月25日,10℃/1℃,多云/晴
2017年01月26日,14℃/2℃,多云/多云
2017年01月27日,10℃/3℃,多云/多云
2017年01月28日,13℃/6℃,阴/多云
2017年01月29日,12℃/-1℃,小雨/小雨
2017年01月30日,5℃/-3℃,多云/多云
2017年01月31日,6℃/0℃,多云/小雨
2017年02月01日,5℃/-2℃,多云/多云
2017年02月02日,8℃/1℃,多云/小雨
2017年02月03日,6℃/5℃,小雨/小雨
2017年02月04日,8℃/3℃,阴/多云
2017年02月05日,12℃/2℃,晴/晴
2017年02月06日,10℃/0℃,多云/多云
2017年02月07日,8℃/2℃,多云/小雨
2017年02月08日,2℃/-2℃,小雪/阴
2017年02月09日,6℃/-3℃,晴/晴
2017年02月10日,7℃/-4℃,晴/晴
2017年02月11日,8℃/-2℃,晴/晴
2017年02月12日,12℃/0℃,晴/晴
2017年02月13日,15℃/2℃,晴/多云
2017年02月14日,16℃/5℃,多云/多云
2017年02月15日,16℃/6℃,多云/小雨
2017年02月16日,17℃/8℃,小雨/阴
2017年02月17日,10℃/2℃,阴/多云
2017年02月18日,13℃/3℃,晴/晴
2017年02月19日,21℃/6℃,多云/小雨
2017年02月20日,9℃/2℃,小雨/阴
2017年02月21日,9℃/3℃,小雨/小到中雨
2017年02月22日,5℃/0℃,小雨/阴
2017年02月23日,8℃/1℃,多云/多云
2017年02月24日,10℃/0℃,晴/多云
2017年02月25日,13℃/2℃,多云/多云
2017年02月26日,15℃/2℃,多云/晴
2017年02月27日,15℃/4℃,晴/多云
2017年02月28日,16℃/6℃,多云/阴
2017年03月01日,15℃/1℃,阴/多云
2017年03月02日,11℃/1℃,晴/晴
2017年03月03日,15℃/3℃,多云/多云
2017年03月04日,18℃/8℃,多云/阵雨
2017年03月05日,17℃/6℃,阴/多云
2017年03月06日,13℃/3℃,多云/多云
2017年03月07日,16℃/2℃,多云/多云
2017年03月08日,14℃/3℃,晴/晴
2017年03月09日,18℃/7℃,晴/多云
2017年03月10日,19℃/9℃,多云/多云
2017年03月11日,19℃/10℃,多云/阴
2017年03月12日,17℃/7℃,小雨/中雨
2017年03月13日,8℃/2℃,小雨/阴
2017年03月14日,13℃/2℃,晴/晴
2017年03月15日,15℃/6℃,多云/阴
2017年03月16日,13℃/4℃,多云/多云
2017年03月17日,15℃/8℃,多云/阴
2017年03月18日,14℃/8℃,阴/阴
2017年03月19日,12℃/8℃,小雨/小到中雨
2017年03月20日,11℃/6℃,阴/多云
2017年03月21日,15℃/7℃,多云/阴
2017年03月22日,9℃/7℃,小雨/小雨
2017年03月23日,9℃/7℃,阴/小雨
2017年03月24日,10℃/6℃,小雨/阴
2017年03月25日,16℃/6℃,多云/多云
2017年03月26日,18℃/6℃,多云/晴
2017年03月27日,20℃/9℃,晴/多云
2017年03月28日,23℃/7℃,多云/多云
2017年03月29日,17℃/9℃,多云/阴
2017年03月30日,13℃/9℃,小到中雨/阵雨
2017年03月31日,15℃/6℃,多云/多云
2017年04月01日,18℃/8℃,晴/晴
2017年04月02日,22℃/10℃,晴/多云
2017年04月03日,23℃/13℃,多云/多云
2017年04月04日,19℃/15℃,阵雨/阵雨
2017年04月05日,19℃/15℃,阵雨/中雨
2017年04月06日,17℃/13℃,中到大雨/小雨
2017年04月07日,19℃/14℃,阴/多云
2017年04月08日,21℃/11℃,阵雨/中到大雨
2017年04月09日,13℃/9℃,阵雨/小到中雨
2017年04月10日,11℃/8℃,阵雨/阵雨
2017年04月11日,16℃/9℃,阴/多云
2017年04月12日,20℃/8℃,多云/多云
2017年04月13日,23℃/13℃,晴/晴
2017年04月14日,27℃/15℃,晴/晴
2017年04月15日,29℃/18℃,晴/多云
2017年04月16日,28℃/18℃,雷阵雨/小到中雨
2017年04月17日,25℃/17℃,多云/多云
2017年04月18日,27℃/14℃,晴/晴
2017年04月19日,27℃/17℃,多云/阵雨
2017年04月20日,23℃/15℃,多云/多云
2017年04月21日,21℃/10℃,多云/多云
2017年04月22日,21℃/10℃,晴/晴
2017年04月23日,25℃/13℃,晴/多云
2017年04月24日,28℃/17℃,晴/多云
2017年04月25日,25℃/16℃,多云/雷阵雨
2017年04月26日,20℃/11℃,阴/多云
2017年04月27日,23℃/12℃,多云/晴
2017年04月28日,27℃/14℃,晴/晴
2017年04月29日,29℃/16℃,晴/多云
2017年04月30日,30℃/16℃,晴/多云
2017年05月01日,30℃/19℃,多云/雷阵雨
2017年05月02日,19℃/16℃,阵雨/多云
2017年05月03日,22℃/17℃,阴/中雨
2017年05月04日,21℃/16℃,阵雨/阴
2017年05月05日,25℃/16℃,多云/多云
2017年05月06日,24℃/18℃,多云/多云
2017年05月07日,27℃/17℃,多云/阵雨
2017年05月08日,17℃/15℃,阵雨/阴
2017年05月09日,23℃/15℃,多云/多云
2017年05月10日,30℃/19℃,晴/多云
2017年05月11日,28℃/18℃,阵雨/雷阵雨
2017年05月12日,29℃/18℃,多云/多云
2017年05月13日,33℃/20℃,晴/晴
2017年05月14日,30℃/18℃,多云/多云
2017年05月15日,26℃/16℃,雷阵雨/阵雨
2017年05月16日,25℃/15℃,多云/晴
2017年05月17日,28℃/16℃,晴/晴
2017年05月18日,30℃/19℃,晴/多云
2017年05月19日,28℃/19℃,多云/阴
2017年05月20日,29℃/19℃,阴/多云
2017年05月21日,30℃/20℃,多云/多云
2017年05月22日,30℃/21℃,晴/阵雨
2017年05月23日,24℃/18℃,中雨/阵雨
2017年05月24日,25℃/15℃,多云/多云
2017年05月25日,30℃/17℃,多云/晴
2017年05月26日,30℃/18℃,晴/晴
2017年05月27日,33℃/20℃,晴/晴
2017年05月28日,34℃/20℃,晴/晴
2017年05月29日,34℃/21℃,多云/多云
2017年05月30日,33℃/23℃,多云/多云
2017年05月31日,33℃/24℃,多云/多云
2017年06月01日,33℃/22℃,多云/晴
2017年06月02日,33℃/21℃,多云/多云
2017年06月03日,32℃/20℃,多云/多云
2017年06月04日,30℃/20℃,多云/阴
2017年06月05日,22℃/18℃,中到大雨/中到大雨
2017年06月06日,23℃/18℃,阵雨/阴
2017年06月07日,29℃/20℃,多云/多云
2017年06月08日,31℃/22℃,多云/多云
2017年06月09日,31℃/23℃,多云/中到大雨
2017年06月10日,25℃/20℃,大到暴雨/阴
2017年06月11日,29℃/21℃,多云/多云
2017年06月12日,26℃/20℃,多云/多云
2017年06月13日,25℃/20℃,阴/多云
2017年06月14日,27℃/19℃,多云/多云
2017年06月15日,28℃/19℃,多云/多云
2017年06月16日,29℃/19℃,多云/多云
2017年06月17日,29℃/19℃,晴/多云
2017年06月18日,29℃/21℃,多云/多云
2017年06月19日,30℃/22℃,多云/阴
2017年06月20日,27℃/22℃,阵雨/多云
2017年06月21日,28℃/23℃,阴/阴
2017年06月22日,28℃/23℃,阴/阴
2017年06月23日,27℃/22℃,阵雨/大雨
2017年06月24日,29℃/22℃,雷阵雨/阴
2017年06月25日,29℃/22℃,雷阵雨/阴
2017年06月26日,30℃/23℃,多云/多云
2017年06月27日,31℃/23℃,多云/多云
2017年06月28日,30℃/23℃,雷阵雨/阴
2017年06月29日,30℃/24℃,多云/雷阵雨
2017年06月30日,28℃/24℃,雷阵雨/中到大雨
2017年07月01日,26℃/24℃,中雨/中雨
2017年07月02日,26℃/23℃,中雨/雷阵雨
2017年07月03日,31℃/24℃,雷阵雨/雷阵雨
2017年07月04日,31℃/25℃,雷阵雨/阴
2017年07月05日,34℃/26℃,雷阵雨/多云
2017年07月06日,33℃/27℃,雷阵雨/多云
2017年07月07日,33℃/27℃,雷阵雨/多云
2017年07月08日,32℃/27℃,雷阵雨/雷阵雨
2017年07月09日,32℃/26℃,雷阵雨/多云
2017年07月10日,29℃/24℃,雷阵雨/雷阵雨
2017年07月11日,32℃/26℃,雷阵雨/多云
2017年07月12日,33℃/27℃,多云/多云
2017年07月13日,34℃/28℃,多云/多云
2017年07月14日,34℃/27℃,雷阵雨/多云
2017年07月15日,36℃/27℃,多云/多云
2017年07月16日,37℃/28℃,多云/多云
2017年07月17日,37℃/28℃,多云/多云
2017年07月18日,36℃/28℃,晴/晴
2017年07月19日,36℃/28℃,多云/多云
2017年07月20日,37℃/28℃,多云/晴
2017年07月21日,38℃/29℃,晴/晴
2017年07月22日,39℃/29℃,晴/晴
2017年07月23日,40℃/30℃,晴/晴
2017年07月24日,39℃/29℃,晴/晴
2017年07月25日,40℃/29℃,晴/晴
2017年07月26日,38℃/29℃,晴/晴
2017年07月27日,39℃/29℃,晴/多云
2017年07月28日,39℃/29℃,晴/晴
2017年07月29日,36℃/28℃,多云/多云
2017年07月30日,35℃/28℃,雷阵雨/多云
2017年07月31日,35℃/29℃,雷阵雨/多云
2017年08月01日,33℃/28℃,雷阵雨/雷阵雨
2017年08月02日,31℃/27℃,小到中雨/阴
2017年08月03日,32℃/27℃,雷阵雨/阴
2017年08月04日,35℃/28℃,雷阵雨/多云
2017年08月05日,36℃/28℃,雷阵雨/多云
2017年08月06日,37℃/29℃,多云/多云
2017年08月07日,36℃/28℃,雷阵雨/中雨
2017年08月08日,28℃/24℃,暴雨/中雨
2017年08月09日,29℃/24℃,阵雨/多云
2017年08月10日,34℃/27℃,多云/多云
2017年08月11日,35℃/27℃,多云/阴
2017年08月12日,31℃/26℃,大雨/中雨
2017年08月13日,29℃/25℃,中雨/阵雨
2017年08月14日,31℃/24℃,雷阵雨/阴
2017年08月15日,32℃/25℃,多云/多云
2017年08月16日,28℃/25℃,雷阵雨/多云
2017年08月17日,32℃/24℃,雷阵雨/多云
2017年08月18日,32℃/25℃,雷阵雨/阴
2017年08月19日,33℃/25℃,雷阵雨/中到大雨
2017年08月20日,29℃/24℃,雷阵雨/多云
2017年08月21日,33℃/26℃,多云/多云
2017年08月22日,34℃/27℃,多云/晴
2017年08月23日,36℃/28℃,晴/晴
2017年08月24日,35℃/26℃,多云/雷阵雨
2017年08月25日,31℃/25℃,小到中雨/雷阵雨
2017年08月26日,28℃/23℃,阴/阴
2017年08月27日,33℃/26℃,晴/多云
2017年08月28日,35℃/26℃,多云/阴
2017年08月29日,28℃/23℃,雷阵雨/阴
2017年08月30日,25℃/22℃,阴/阵雨
2017年08月31日,23℃/20℃,阵雨/阵雨
2017年09月01日,27℃/20℃,多云/阴
2017年09月02日,25℃/22℃,阴/阵雨
2017年09月03日,24℃/21℃,中雨/阵雨
2017年09月04日,26℃/22℃,阵雨/阴
2017年09月05日,31℃/23℃,多云/雷阵雨
2017年09月06日,26℃/22℃,中雨/阵雨
2017年09月07日,27℃/20℃,多云/多云
2017年09月08日,30℃/22℃,多云/多云
2017年09月09日,27℃/23℃,阴/阴
2017年09月10日,29℃/21℃,中雨/阵雨
2017年09月11日,24℃/19℃,阵雨/多云
2017年09月12日,28℃/20℃,晴/晴
2017年09月13日,29℃/19℃,多云/多云
2017年09月14日,29℃/21℃,晴/多云
2017年09月15日,27℃/20℃,阴/多云
2017年09月16日,27℃/18℃,多云/晴
2017年09月17日,29℃/19℃,晴/晴
2017年09月18日,30℃/20℃,晴/多云
2017年09月19日,28℃/22℃,阵雨/阵雨
2017年09月20日,23℃/19℃,阵雨/阴
2017年09月21日,26℃/20℃,阴/阴
2017年09月22日,26℃/21℃,多云/阵雨
2017年09月23日,25℃/20℃,阵雨/小到中雨
2017年09月24日,22℃/20℃,大雨/阵雨
2017年09月25日,25℃/22℃,大到暴雨/阵雨
2017年09月26日,29℃/23℃,阴/阴
2017年09月27日,25℃/18℃,阵雨/阵雨
2017年09月28日,25℃/17℃,多云/阴
2017年09月29日,23℃/19℃,多云/阵雨
2017年09月30日,23℃/20℃,阵雨/小到中雨
2017年10月01日,28℃/21℃,雷阵雨/中到大雨
2017年10月02日,23℃/19℃,中到大雨/阴
2017年10月03日,22℃/16℃,阴/阵雨
2017年10月04日,19℃/15℃,阵雨/阵雨
2017年10月05日,16℃/13℃,小到中雨/阴
2017年10月06日,23℃/14℃,多云/多云
2017年10月07日,24℃/18℃,多云/晴
2017年10月08日,28℃/19℃,晴/晴
2017年10月09日,29℃/22℃,晴/晴
2017年10月10日,28℃/20℃,雷阵雨/雷阵雨
2017年10月11日,18℃/14℃,阵雨/小到中雨
2017年10月12日,15℃/13℃,小到中雨/阴
2017年10月13日,20℃/15℃,多云/阵雨
2017年10月14日,19℃/16℃,阴/小雨
2017年10月15日,18℃/14℃,小雨/小雨
2017年10月16日,18℃/15℃,阵雨/阵雨
2017年10月17日,18℃/15℃,小雨/小雨
2017年10月18日,18℃/14℃,阴/阴
2017年10月19日,19℃/13℃,多云/多云
2017年10月20日,21℃/12℃,多云/多云
2017年10月21日,23℃/12℃,多云/晴
2017年10月22日,22℃/11℃,多云/晴
2017年10月23日,19℃/11℃,多云/多云
2017年10月24日,19℃/9℃,晴/晴
2017年10月25日,20℃/12℃,晴/多云
2017年10月26日,21℃/11℃,多云/多云
2017年10月27日,23℃/11℃,晴/晴
2017年10月28日,22℃/12℃,晴/晴
2017年10月29日,18℃/7℃,多云/多云
2017年10月30日,15℃/7℃,晴/晴
2017年10月31日,18℃/9℃,晴/晴
2017年11月01日,21℃/10℃,晴/多云
2017年11月02日,23℃/11℃,多云/多云
2017年11月03日,20℃/8℃,多云/多云
2017年11月04日,15℃/6℃,晴/晴
2017年11月05日,17℃/9℃,晴/晴
2017年11月06日,21℃/12℃,多云/多云
2017年11月07日,22℃/12℃,多云/多云
2017年11月08日,22℃/10℃,晴/晴
2017年11月09日,21℃/11℃,晴/多云
2017年11月10日,20℃/7℃,多云/多云
2017年11月11日,16℃/11℃,多云/阴
2017年11月12日,18℃/12℃,多云/阴
2017年11月13日,18℃/10℃,阴/阴
2017年11月14日,18℃/11℃,多云/多云
2017年11月15日,18℃/12℃,多云/阴
2017年11月16日,17℃/14℃,小雨/小雨
2017年11月17日,16℃/6℃,小雨/小雨
2017年11月18日,10℃/3℃,多云/多云
2017年11月19日,10℃/4℃,多云/阴
2017年11月20日,12℃/3℃,多云/多云
2017年11月21日,13℃/7℃,多云/阴
2017年11月22日,14℃/2℃,多云/多云
2017年11月23日,13℃/3℃,晴/晴
2017年11月24日,14℃/5℃,晴/多云
2017年11月25日,17℃/6℃,多云/多云
2017年11月26日,15℃/3℃,多云/多云
2017年11月27日,15℃/9℃,多云/多云
2017年11月28日,16℃/10℃,小雨/小雨
2017年11月29日,12℃/6℃,小雨/小雨-中雨
2017年11月30日,10℃/3℃,阴/多云
2017年12月01日,10℃/3℃,多云/多云
2017年12月02日,14℃/4℃,多云/多云
2017年12月03日,14℃/5℃,多云/多云
2017年12月04日,12℃/0℃,晴/晴
2017年12月05日,9℃/0℃,晴/多云
2017年12月06日,11℃/2℃,多云/多云
2017年12月07日,13℃/0℃,多云/多云
2017年12月08日,7℃/-1℃,晴/晴
2017年12月09日,9℃/1℃,多云/多云
2017年12月10日,12℃/-2℃,多云/晴
2017年12月11日,11℃/1℃,晴/晴
2017年12月12日,9℃/2℃,多云/多云
2017年12月13日,9℃/4℃,多云/小雨
2017年12月14日,6℃/4℃,小雨/小雨
2017年12月15日,7℃/3℃,小雨/阴
2017年12月16日,7℃/-4℃,多云/晴
2017年12月17日,4℃/-3℃,晴/晴
2017年12月18日,8℃/-2℃,多云/多云
2017年12月19日,9℃/-2℃,晴/晴
2017年12月20日,10℃/-2℃,多云/晴
2017年12月21日,12℃/-1℃,晴/晴
2017年12月22日,14℃/2℃,晴/多云
2017年12月23日,13℃/5℃,多云/阴
2017年12月24日,11℃/-2℃,多云/晴
2017年12月25日,9℃/-1℃,晴/晴
2017年12月26日,12℃/1℃,晴/晴
2017年12月27日,11℃/4℃,多云/多云
2017年12月28日,10℃/7℃,小雨/阴
2017年12月29日,12℃/8℃,阴/阴
2017年12月30日,10℃/0℃,阴/多云
2017年12月31日,9℃/-1℃,晴/晴
2018年01月01日,12℃/2℃,多云/阴
2018年01月01日,12℃/2℃,多云/阴
2018年01月02日,11℃/6℃,阴/小雨
2018年01月03日,5℃/0℃,中雨/中雨
2018年01月04日,1℃/-1℃,暴雪/中雪
2018年01月05日,1℃/-6℃,多云/多云
2018年01月06日,4℃/-1℃,阴/小雨
2018年01月07日,4℃/-1℃,小雨/雨夹雪
2018年01月08日,2℃/-6℃,多云/多云
2018年01月09日,5℃/-4℃,晴/晴
2018年01月10日,6℃/-3℃,晴/晴
2018年01月11日,6℃/-5℃,晴/晴
2018年01月12日,4℃/-5℃,晴/晴
2018年01月13日,7℃/-3℃,晴/多云
2018年01月14日,11℃/1℃,多云/多云
2018年01月15日,14℃/2℃,多云/阴
2018年01月16日,10℃/2℃,小雨/小雨
2018年01月17日,11℃/2℃,多云/多云
2018年01月18日,11℃/4℃,多云/多云
2018年01月19日,8℃/2℃,小雨/阴
2018年01月20日,9℃/3℃,多云/阴
2018年01月21日,9℃/3℃,小雨-中雨/小雨
2018年01月22日,12℃/1℃,少云/少云
2018年01月23日,6℃/-1℃,阴/阴
2018年01月24日,3℃/-1℃,阴/大雪
2018年01月25日,0℃/-3℃,大雪-暴雪/中雪
2018年01月26日,-1℃/-3℃,阴/小雪
2018年01月27日,-1℃/-2℃,大雪-暴雪/大雪
2018年01月28日,-1℃/-7℃,小雪/多云
2018年01月29日,1℃/-6℃,多云/多云
2018年01月30日,1℃/-7℃,多云/阴
2018年01月31日,2℃/-8℃,阴/多云
2018年02月01日,3℃/-4℃,晴/多云
2018年02月02日,5℃/-5℃,多云/多云
2018年02月03日,2℃/-7℃,晴/晴
2018年02月04日,3℃/-6℃,晴/晴
2018年02月05日,5℃/-5℃,晴/晴
2018年02月06日,4℃/-4℃,晴/多云
2018年02月07日,6℃/-4℃,多云/多云
2018年02月08日,6℃/-1℃,多云/多云
2018年02月09日,9℃/3℃,阴/阴
2018年02月10日,7℃/-2℃,阴/多云
2018年02月11日,9℃/-4℃,晴/晴
2018年02月12日,8℃/-3℃,晴/晴
2018年02月13日,13℃/1℃,晴/多云
2018年02月14日,17℃/5℃,多云/阴
2018年02月15日,7℃/4℃,小雨/小雨
2018年02月16日,12℃/2℃,阴/多云
2018年02月17日,12℃/4℃,多云/阴
2018年02月18日,8℃/5℃,小雨/小雨
2018年02月19日,7℃/3℃,小雨/阴
2018年02月20日,7℃/3℃,中雨/小雨
2018年02月21日,7℃/3℃,阴/阴
2018年02月22日,15℃/2℃,晴/晴
2018年02月23日,15℃/4℃,晴/阴
2018年02月24日,12℃/6℃,阴/阴
2018年02月25日,12℃/2℃,多云/晴
2018年02月26日,15℃/5℃,晴/多云
2018年02月27日,17℃/10℃,阴/中雨
2018年02月28日,13℃/7℃,阴/多云
2018年03月01日,13℃/4℃,多云/小雨
2018年03月02日,12℃/5℃,阴/小雨
2018年03月03日,20℃/9℃,阴/小雨-中雨
2018年03月04日,23℃/7℃,小雨-中雨/小雨-中雨
2018年03月05日,12℃/3℃,阴/多云
2018年03月06日,8℃/5℃,多云/阵雨
2018年03月07日,7℃/4℃,小雨-中雨/阵雨
2018年03月08日,11℃/-1℃,多云/晴
2018年03月09日,10℃/1℃,晴/晴
2018年03月10日,16℃/5℃,多云/多云
2018年03月11日,20℃/8℃,多云/多云
2018年03月12日,23℃/11℃,多云/多云
2018年03月13日,25℃/14℃,多云/阵雨
2018年03月14日,21℃/15℃,雷阵雨/小雨-中雨
2018年03月15日,21℃/7℃,小雨-中雨/雷阵雨
2018年03月16日,10℃/4℃,阴/多云
2018年03月17日,16℃/7℃,多云/小雨
2018年03月18日,12℃/8℃,阵雨/小雨
2018年03月19日,10℃/3℃,阵雨/阵雨
2018年03月20日,6℃/3℃,阵雨/阵雨
2018年03月21日,11℃/2℃,多云/多云
2018年03月22日,16℃/6℃,多云/多云
2018年03月23日,21℃/10℃,晴/晴
2018年03月24日,22℃/11℃,多云/阴
2018年03月25日,24℃/11℃,多云/多云
2018年03月26日,24℃/12℃,晴/晴
2018年03月27日,25℃/13℃,晴/晴
2018年03月28日,27℃/14℃,晴/多云
2018年03月29日,26℃/15℃,多云/多云
2018年03月30日,23℃/14℃,多云/多云
2018年03月31日,26℃/14℃,多云/多云
2018年04月01日,27℃/17℃,多云/多云
2018年04月02日,27℃/18℃,雷阵雨/阴
2018年04月03日,28℃/12℃,雷阵雨/雷阵雨
2018年04月04日,13℃/10℃,阴/阴
2018年04月05日,11℃/7℃,中雨-大雨/阵雨
2018年04月06日,16℃/5℃,多云/晴
2018年04月07日,14℃/7℃,晴/晴
2018年04月08日,22℃/10℃,晴/晴
2018年04月09日,27℃/15℃,晴/晴
2018年04月10日,29℃/18℃,晴/多云
2018年04月11日,27℃/16℃,多云/阴
2018年04月12日,21℃/14℃,雷阵雨/阵雨
2018年04月13日,16℃/12℃,小雨-中雨/阵雨
2018年04月14日,15℃/9℃,阴/多云
2018年04月15日,20℃/8℃,晴/多云
2018年04月16日,22℃/9℃,多云/晴
2018年04月17日,22℃/10℃,晴/晴
2018年04月18日,26℃/13℃,晴/晴
2018年04月19日,29℃/15℃,晴/晴
2018年04月20日,30℃/18℃,多云/多云
2018年04月21日,27℃/20℃,雷阵雨/雷阵雨
2018年04月22日,25℃/17℃,雷阵雨/雷阵雨
2018年04月23日,17℃/13℃,阵雨/阴
2018年04月24日,19℃/12℃,多云/多云
2018年04月25日,23℃/14℃,多云/阴
2018年04月26日,23℃/14℃,多云/多云
2018年04月27日,28℃/14℃,多云/多云
2018年04月28日,29℃/18℃,多云/阴
2018年04月29日,26℃/18℃,雷阵雨/阴
2018年04月30日,30℃/20℃,雷阵雨/阴
2018年05月01日,28℃/21℃,雷阵雨/雷阵雨
2018年05月02日,25℃/13℃,阴/多云
2018年05月03日,27℃/13℃,晴/晴
2018年05月04日,28℃/18℃,多云/雷阵雨
2018年05月05日,22℃/18℃,中雨/大雨-暴雨
2018年05月06日,23℃/16℃,大雨-暴雨/中雨
2018年05月07日,21℃/16℃,阴/多云
2018年05月08日,23℃/12℃,多云/晴
2018年05月09日,24℃/14℃,晴/多云
2018年05月10日,24℃/16℃,多云/多云
2018年05月11日,24℃/18℃,雷阵雨/雷阵雨
2018年05月12日,22℃/18℃,雷阵雨/阴
