date,temperature,weather
2018年05月13日,30℃/20℃,多云/多云
2018年05月14日,32℃/24℃,多云/多云
2018年05月15日,34℃/26℃,多云/多云
2018年05月16日,35℃/25℃,多云/雷阵雨
2018年05月17日,32℃/24℃,雷阵雨/雷阵雨
2018年05月18日,30℃/19℃,雷阵雨/雷阵雨
2018年05月19日,22℃/19℃,雷阵雨/大雨
2018年05月20日,24℃/18℃,雷阵雨/阴
2018年05月21日,23℃/19℃,多云/多云
2018年05月22日,24℃/18℃,雷阵雨/雷阵雨
2018年05月23日,26℃/15℃,多云/晴
2018年05月24日,26℃/20℃,雷阵雨/中雨
2018年05月25日,21℃/18℃,暴雨/中雨
2018年05月26日,24℃/19℃,阴/阴
2018年05月27日,25℃/20℃,晴间多云/多云
2018年05月28日,30℃/22℃,多云/阴
2018年05月29日,28℃/22℃,阴/阴
2018年05月30日,27℃/22℃,阴/阴
2018年05月31日,24℃/16℃,阵雨/多云
2018年06月01日,30℃/19℃,多云/多云
2018年06月02日,27℃/18℃,多云/多云
2018年06月03日,28℃/19℃,多云/多云
2018年06月04日,28℃/20℃,阴/阴
2018年06月05日,30℃/20℃,多云/多云
2018年06月06日,30℃/20℃,多云/多云
2018年06月07日,32℃/21℃,晴/多云
2018年06月08日,31℃/22℃,多云/雷阵雨
2018年06月09日,22℃/19℃,中雨/阵雨
2018年06月10日,26℃/19℃,阵雨/晴
2018年06月11日,32℃/22℃,晴/晴
2018年06月12日,35℃/23℃,晴/晴
2018年06月13日,35℃/23℃,晴/晴
2018年06月14日,33℃/22℃,多云/多云
2018年06月15日,33℃/22℃,晴/多云
2018年06月16日,30℃/21℃,多云/多云
2018年06月17日,30℃/21℃,阴/阴
2018年06月18日,31℃/24℃,多云/阴
2018年06月19日,28℃/22℃,雷阵雨/大雨
2018年06月20日,27℃/19℃,阴/多云
2018年06月21日,30℃/21℃,多云/多云
2018年06月22日,26℃/20℃,雷阵雨/多云
2018年06月23日,28℃/21℃,多云/阴
2018年06月24日,31℃/24℃,雷阵雨/阴
2018年06月25日,34℃/27℃,多云/多云
2018年06月26日,37℃/29℃,多云/多云
2018年06月27日,34℃/28℃,多云/多云
2018年06月28日,27℃/24℃,大雨/阴
2018年06月29日,33℃/24℃,多云/雷阵雨
2018年06月30日,30℃/24℃,雷阵雨/雷阵雨
2018年07月01日,32℃/24℃,雷阵雨/多云
2018年07月02日,31℃/25℃,雷阵雨/多云
2018年07月03日,31℃/25℃,多云/多云
2018年07月04日,33℃/25℃,雷阵雨/雷阵雨
2018年07月05日,27℃/25℃,大雨/大雨
2018年07月06日,27℃/24℃,中雨-大雨/雷阵雨
2018年07月07日,30℃/25℃,雷阵雨/阴
2018年07月08日,30℃/24℃,雷阵雨/多云
2018年07月09日,34℃/27℃,多云/多云
2018年07月10日,35℃/26℃,多云/多云
2018年07月11日,33℃/27℃,多云/多云
2018年07月12日,35℃/27℃,多云/多云
2018年07月13日,35℃/27℃,晴/晴
2018年07月14日,35℃/26℃,晴/晴
2018年07月15日,36℃/27℃,晴/晴
2018年07月16日,35℃/27℃,多云/晴
2018年07月17日,35℃/26℃,多云/多云
2018年07月18日,36℃/27℃,晴/晴
2018年07月19日,35℃/26℃,晴/晴
2018年07月20日,35℃/26℃,晴/多云
2018年07月21日,34℃/26℃,多云/多云
2018年07月22日,33℃/26℃,大雨/大雨
2018年07月23日,33℃/27℃,多云/多云
2018年07月24日,35℃/28℃,雷阵雨/多云
2018年07月25日,36℃/28℃,雷阵雨/多云
2018年07月26日,37℃/27℃,多云/多云
2018年07月27日,36℃/27℃,多云/多云
2018年07月28日,36℃/27℃,多云/多云
2018年07月29日,36℃/27℃,多云/多云
2018年07月30日,36℃/26℃,雷阵雨/多云
2018年07月31日,35℃/26℃,多云/多云
2018年08月01日,35℃/26℃,多云/多云
2018年08月02日,35℃/26℃,多云/雷阵雨
2018年08月03日,30℃/26℃,大雨/阵雨
2018年08月04日,33℃/27℃,多云/多云
2018年08月05日,36℃/27℃,雷阵雨/多云
2018年08月06日,36℃/28℃,多云/多云
2018年08月07日,36℃/27℃,多云/多云
2018年08月08日,36℃/27℃,多云/多云
2018年08月09日,36℃/27℃,多云/多云
2018年08月10日,36℃/28℃,多云/多云
2018年08月11日,35℃/27℃,多云/多云
2018年08月12日,31℃/26℃,雷阵雨/中雨
2018年08月13日,30℃/26℃,大雨/阴
2018年08月14日,34℃/27℃,多云/多云
2018年08月15日,34℃/26℃,多云/多云
2018年08月16日,33℃/26℃,雷阵雨/大雨
2018年08月17日,28℃/26℃,暴雨/阵雨
2018年08月18日,33℃/27℃,雷阵雨/雷阵雨
2018年08月19日,33℃/27℃,多云/多云
2018年08月20日,33℃/27℃,阵雨/雷阵雨
2018年08月21日,31℃/26℃,多云/雷阵雨
2018年08月22日,30℃/25℃,雷阵雨/多云
2018年08月23日,30℃/22℃,多云/多云
2018年08月24日,31℃/23℃,多云/多云
2018年08月25日,29℃/23℃,雷阵雨/雷阵雨
2018年08月26日,31℃/26℃,雷阵雨/阴
2018年08月27日,33℃/26℃,阴/多云
2018年08月28日,34℃/26℃,多云/多云
2018年08月29日,34℃/26℃,多云/多云
2018年08月30日,34℃/26℃,多云/阴
2018年08月31日,32℃/25℃,雷阵雨/雷阵雨
2018年09月01日,30℃/25℃,雷阵雨/阴
2018年09月02日,32℃/26℃,多云/阴
2018年09月03日,32℃/24℃,雷阵雨/多云
2018年09月04日,33℃/22℃,晴/晴
2018年09月05日,32℃/22℃,多云/多云
2018年09月06日,29℃/22℃,阴/阴
2018年09月07日,27℃/18℃,阴/多云
2018年09月08日,28℃/17℃,多云/多云
2018年09月09日,28℃/19℃,晴/多云
2018年09月10日,26℃/20℃,多云/多云
2018年09月11日,28℃/21℃,多云/多云
2018年09月12日,28℃/22℃,多云/阵雨
2018年09月13日,26℃/22℃,阵雨/阴
2018年09月14日,31℃/23℃,多云/多云
2018年09月15日,31℃/24℃,多云/多云
2018年09月16日,31℃/24℃,雷阵雨/中雨
2018年09月17日,27℃/23℃,雷阵雨/阴
2018年09月18日,29℃/24℃,阴/多云
2018年09月19日,32℃/24℃,雷阵雨/雷阵雨
2018年09月20日,29℃/23℃,中雨/雷阵雨
2018年09月21日,25℃/21℃,阵雨/阴
2018年09月22日,28℃/20℃,多云/多云
2018年09月23日,27℃/18℃,多云/晴
2018年09月24日,28℃/18℃,晴/多云
2018年09月25日,25℃/19℃,多云/阴
2018年09月26日,26℃/17℃,多云/多云
2018年09月27日,27℃/18℃,晴/多云
2018年09月28日,26℃/17℃,多云/晴
2018年09月29日,27℃/17℃,晴/晴
2018年09月30日,27℃/15℃,晴/晴
2018年10月01日,25℃/14℃,多云/晴
2018年10月02日,25℃/15℃,多云/多云
2018年10月03日,27℃/14℃,晴/晴
2018年10月04日,26℃/16℃,晴/多云
2018年10月05日,25℃/16℃,多云/多云
2018年10月06日,26℃/15℃,多云/多云
2018年10月07日,26℃/17℃,晴/多云
2018年10月08日,24℃/18℃,多云/小雨
2018年10月09日,24℃/13℃,小雨/阴
2018年10月10日,20℃/10℃,多云/晴
2018年10月11日,21℃/9℃,晴/晴
2018年10月12日,21℃/12℃,多云/多云
2018年10月13日,22℃/14℃,晴/多云
2018年10月14日,21℃/14℃,阴/多云
2018年10月15日,21℃/15℃,多云/小雨
2018年10月16日,21℃/13℃,阴/多云
2018年10月17日,22℃/12℃,多云/多云
2018年10月18日,20℃/10℃,晴/多云
2018年10月19日,20℃/12℃,多云/多云
2018年10月20日,20℃/13℃,阴/多云
2018年10月21日,21℃/16℃,阵雨/小雨
2018年10月22日,19℃/13℃,小雨/多云
2018年10月23日,24℃/13℃,多云/晴
2018年10月24日,23℃/15℃,晴/多云
2018年10月25日,20℃/16℃,小雨/小雨
2018年10月26日,21℃/8℃,晴/晴
2018年10月27日,20℃/9℃,晴/晴
2018年10月28日,24℃/9℃,晴/晴
2018年10月29日,24℃/11℃,晴/晴
2018年10月30日,23℃/12℃,晴/多云
2018年10月31日,21℃/10℃,多云/多云
2018年11月01日,20℃/10℃,晴/多云
2018年11月02日,20℃/12℃,多云/多云
2018年11月03日,20℃/14℃,阴/多云
2018年11月04日,23℃/15℃,多云/阴
2018年11月05日,20℃/15℃,小雨/小雨
2018年11月06日,17℃/13℃,中雨/小雨
2018年11月07日,14℃/10℃,小雨/中雨
2018年11月08日,13℃/6℃,小雨/多云
2018年11月09日,17℃/7℃,晴/多云
2018年11月10日,18℃/12℃,多云/小雨
2018年11月11日,17℃/11℃,阵雨/多云
2018年11月12日,17℃/10℃,多云/多云
2018年11月13日,17℃/8℃,多云/多云
2018年11月14日,18℃/11℃,多云/阴
2018年11月15日,15℃/12℃,小雨/小雨
2018年11月16日,16℃/8℃,阴/多云
2018年11月17日,15℃/9℃,多云/小雨
2018年11月18日,10℃/5℃,小雨/阴
2018年11月19日,13℃/6℃,多云/多云
2018年11月20日,16℃/9℃,多云/小雨
2018年11月21日,14℃/6℃,阴/多云
2018年11月22日,13℃/5℃,多云/多云
2018年11月23日,16℃/6℃,晴/晴
2018年11月24日,18℃/6℃,晴/晴
2018年11月25日,18℃/8℃,多云/多云
2018年11月26日,18℃/8℃,多云/多云
2018年11月27日,14℃/7℃,多云/多云
2018年11月28日,18℃/8℃,多云/多云
2018年11月29日,18℃/8℃,多云/多云
2018年11月30日,18℃/9℃,多云/多云
2018年12月01日,18℃/11℃,多云/阴
2018年12月02日,16℃/11℃,小雨/多云
2018年12月03日,16℃/11℃,小雨/中雨
2018年12月04日,10℃/7℃,阴/阴
2018年12月05日,12℃/8℃,小雨/中雨
2018年12月06日,8℃/3℃,小雨/小雨
2018年12月07日,4℃/0℃,阴/阴
2018年12月08日,2℃/0℃,阴/小雪
2018年12月09日,5℃/0℃,阴/小雨
2018年12月10日,6℃/3℃,小雨/小雨
2018年12月11日,6℃/-2℃,小雨/多云
2018年12月12日,5℃/-3℃,多云/晴
2018年12月13日,7℃/-2℃,晴/晴
2018年12月14日,10℃/0℃,晴/多云
2018年12月15日,8℃/3℃,阴/阴
2018年12月16日,10℃/1℃,多云/晴
2018年12月17日,13℃/1℃,晴/晴
2018年12月18日,15℃/2℃,晴/多云
2018年12月19日,12℃/7℃,小雨/小雨
2018年12月20日,15℃/6℃,多云/多云
2018年12月21日,14℃/9℃,多云/小雨
2018年12月22日,12℃/5℃,小到中雨/小雨
2018年12月23日,11℃/2℃,多云/多云
2018年12月24日,11℃/5℃,多云/阴
2018年12月25日,10℃/7℃,小雨/小雨
2018年12月26日,8℃/4℃,小雨/小雨
2018年12月27日,5℃/-2℃,阴/阴
2018年12月28日,1℃/-4℃,多云/多云
2018年12月29日,1℃/-4℃,多云/多云
2018年12月30日,1℃/-2℃,小雪/小雪
2018年12月31日,5℃/-3℃,阴/阴
2019年01月01日,5℃/-2℃,多云/多云
2019年01月02日,4℃/0℃,多云/多云
2019年01月03日,8℃/3℃,阴/小雨
2019年01月04日,7℃/4℃,小雨/阴
2019年01月05日,5℃/3℃,小雨/小雨
2019年01月06日,4℃/2℃,多云/多云
2019年01月07日,6℃/4℃,小雨/阴
2019年01月08日,6℃/2℃,阴/小雪
2019年01月09日,2℃/0℃,大雪/雨夹雪
2019年01月10日,4℃/2℃,阴/小雨
2019年01月11日,6℃/3℃,小雨/小雨
2019年01月12日,6℃/1℃,阴/多云
2019年01月13日,8℃/0℃,多云/多云
2019年01月14日,8℃/2℃,多云/阴
2019年01月15日,6℃/-2℃,多云/多云
2019年01月16日,4℃/-2℃,多云/晴
2019年01月17日,8℃/-1℃,晴/多云
2019年01月18日,11℃/0℃,晴/多云
2019年01月19日,8℃/1℃,多云/晴
2019年01月20日,7℃/-2℃,多云/多云
2019年01月21日,8℃/0℃,多云/多云
2019年01月22日,11℃/-1℃,晴/晴
2019年01月23日,13℃/-1℃,晴/晴
2019年01月24日,14℃/2℃,晴/多云
2019年01月25日,10℃/-2℃,多云/晴
2019年01月26日,4℃/-2℃,晴/晴
2019年01月27日,9℃/-1℃,晴/多云
2019年01月28日,9℃/4℃,多云/多云
2019年01月29日,9℃/5℃,阴/阴
2019年01月30日,8℃/1℃,小雨/雨夹雪
2019年01月31日,4℃/-3℃,小雪/多云
2019年02月01日,7℃/1℃,多云/多云
2019年02月02日,9℃/3℃,阴/小雨
2019年02月03日,8℃/0℃,小雨/晴
2019年02月04日,10℃/-1℃,晴/多云
2019年02月05日,11℃/4℃,阴/多云
2019年02月06日,16℃/6℃,多云/小雨
2019年02月07日,4℃/0℃,小雨/中雨
2019年02月08日,2℃/-1℃,小雪/中雪
2019年02月09日,1℃/-1℃,阴/阴
2019年02月10日,1℃/-2℃,小雪/多云
2019年02月11日,4℃/0℃,多云/阴
2019年02月12日,4℃/2℃,中雨/小雨
2019年02月13日,6℃/2℃,小雨/中雨
2019年02月14日,5℃/3℃,小雨/小雨
2019年02月15日,6℃/2℃,小雨/阴
2019年02月16日,5℃/1℃,多云/多云
2019年02月17日,7℃/2℃,阴/中雨
2019年02月18日,6℃/2℃,中雨/小雨
2019年02月19日,6℃/3℃,阴/阴
2019年02月20日,6℃/3℃,小雨/阴
2019年02月21日,7℃/2℃,小雨/雨夹雪
2019年02月22日,6℃/-1℃,雨夹雪/多云
2019年02月23日,10℃/1℃,多云/多云
2019年02月24日,9℃/0℃,多云/多云
2019年02月25日,14℃/2℃,多云/多云
2019年02月26日,12℃/5℃,小雨/小雨
2019年02月27日,8℃/4℃,小雨/阴
2019年02月28日,10℃/5℃,阴/多云
2019年03月01日,11℃/6℃,小雨/小雨
2019年03月02日,9℃/6℃,小雨/阴
2019年03月03日,9℃/5℃,阴/多云
2019年03月04日,9℃/2℃,阴/小雨
2019年03月05日,9℃/6℃,小雨/多云
2019年03月06日,15℃/3℃,多云/晴
2019年03月07日,12℃/2℃,晴/多云
2019年03月08日,12℃/5℃,多云/多云
2019年03月09日,15℃/5℃,阴/多云
2019年03月10日,16℃/6℃,晴/多云
2019年03月11日,18℃/6℃,晴/多云
2019年03月12日,19℃/4℃,晴/晴
2019年03月13日,17℃/9℃,多云/多云
2019年03月14日,19℃/7℃,多云/多云
2019年03月15日,20℃/5℃,多云/多云
2019年03月16日,19℃/9℃,多云/多云
2019年03月17日,22℃/11℃,多云/小雨
2019年03月18日,16℃/7℃,阴/多云
2019年03月19日,22℃/11℃,多云/小雨
2019年03月20日,23℃/14℃,雷阵雨/多云
2019年03月21日,17℃/8℃,阴/阴
2019年03月22日,12℃/4℃,多云/多云
2019年03月23日,16℃/5℃,晴/晴
2019年03月24日,15℃/8℃,多云/阴
2019年03月25日,17℃/8℃,多云/晴
2019年03月26日,22℃/9℃,多云/多云
2019年03月27日,19℃/12℃,小雨/阴
2019年03月28日,19℃/10℃,多云/多云
2019年03月29日,20℃/11℃,多云/多云
2019年03月30日,16℃/8℃,多云/多云
2019年03月31日,16℃/6℃,多云/晴
2019年04月01日,18℃/8℃,晴/多云
2019年04月02日,18℃/8℃,多云/多云
2019年04月03日,21℃/10℃,多云/多云
2019年04月04日,19℃/11℃,多云/晴
2019年04月05日,25℃/14℃,晴/晴
2019年04月06日,27℃/15℃,多云/晴
2019年04月07日,31℃/16℃,晴/晴
2019年04月08日,30℃/18℃,多云/小雨
2019年04月09日,22℃/10℃,中雨/多云
2019年04月10日,15℃/9℃,多云/阴
2019年04月11日,16℃/8℃,阴/多云
2019年04月12日,21℃/10℃,晴/多云
2019年04月13日,22℃/12℃,多云/多云
2019年04月14日,20℃/8℃,多云/晴
2019年04月15日,21℃/12℃,多云/阴
2019年04月16日,23℃/12℃,阴/多云
2019年04月17日,27℃/15℃,晴/晴
2019年04月18日,29℃/16℃,多云/多云
2019年04月19日,26℃/17℃,多云/阴
2019年04月20日,25℃/18℃,阵雨/阵雨
2019年04月21日,22℃/18℃,雷阵雨/小雨
2019年04月22日,22℃/17℃,阴/阴
2019年04月23日,25℃/19℃,阴/阵雨
2019年04月24日,25℃/16℃,多云/多云
2019年04月25日,25℃/12℃,多云/多云
2019年04月26日,14℃/10℃,阴/多云
2019年04月27日,20℃/11℃,多云/雷阵雨
2019年04月28日,18℃/14℃,多云/中雨
2019年04月29日,16℃/13℃,小雨/阴
2019年04月30日,21℃/15℃,多云/多云
2019年05月01日,24℃/13℃,晴/晴
2019年05月02日,25℃/11℃,晴/晴
2019年05月03日,26℃/15℃,晴/多云
2019年05月04日,28℃/16℃,多云/多云
2019年05月05日,28℃/15℃,多云/多云
2019年05月06日,21℃/11℃,多云/阴
2019年05月07日,22℃/13℃,多云/多云
2019年05月08日,22℃/12℃,多云/多云
2019年05月09日,26℃/14℃,晴/晴
2019年05月10日,29℃/16℃,晴/多云
2019年05月11日,30℃/18℃,晴/晴
2019年05月12日,31℃/20℃,多云/多云
2019年05月13日,29℃/17℃,阴/多云
2019年05月14日,29℃/19℃,雷阵雨/雷阵雨
2019年05月15日,23℃/19℃,阴/阴
2019年05月16日,26℃/20℃,阴/阴
2019年05月17日,27℃/20℃,小雨/多云
2019年05月18日,25℃/17℃,阴/多云
2019年05月19日,26℃/20℃,多云/多云
2019年05月20日,27℃/15℃,多云/晴
2019年05月21日,28℃/15℃,晴/晴
2019年05月22日,31℃/17℃,晴/晴
2019年05月23日,33℃/19℃,晴/晴
2019年05月24日,35℃/22℃,晴/雷阵雨
2019年05月25日,28℃/21℃,大雨/大雨
2019年05月26日,26℃/23℃,中雨/小雨
2019年05月27日,26℃/14℃,多云/多云
2019年05月28日,26℃/18℃,多云/多云
2019年05月29日,26℃/18℃,多云/阴
2019年05月30日,23℃/17℃,小雨/小雨
2019年05月31日,27℃/18℃,多云/多云
2019年06月01日,29℃/18℃,多云/多云
2019年06月02日,30℃/19℃,晴/晴
2019年06月03日,33℃/21℃,晴/晴
2019年06月04日,35℃/22℃,晴/多云
2019年06月05日,35℃/25℃,多云/雷阵雨
2019年06月06日,25℃/20℃,中雨/多云
2019年06月07日,30℃/20℃,晴/多云
2019年06月08日,31℃/22℃,多云/多云
2019年06月09日,32℃/22℃,阴/多云
2019年06月10日,30℃/18℃,晴/晴
2019年06月11日,30℃/20℃,多云/多云
2019年06月12日,28℃/20℃,多云/多云
2019年06月13日,25℃/18℃,多云/多云
2019年06月14日,28℃/20℃,晴/晴
2019年06月15日,34℃/23℃,多云/多云
2019年06月16日,31℃/25℃,多云/多云
2019年06月17日,30℃/21℃,阴/中雨
2019年06月18日,26℃/21℃,阴/多云
2019年06月19日,27℃/22℃,阴/小雨
2019年06月20日,25℃/21℃,中雨/大雨
2019年06月21日,27℃/20℃,阴/多云
2019年06月22日,27℃/18℃,多云/多云
2019年06月23日,28℃/20℃,晴/晴
2019年06月24日,29℃/21℃,多云/阴
2019年06月25日,27℃/21℃,阵雨/阵雨
2019年06月26日,28℃/21℃,阵雨/多云
2019年06月27日,29℃/24℃,多云/多云
2019年06月28日,34℃/27℃,雷阵雨/大雨
2019年06月29日,27℃/23℃,小雨/阴
2019年06月30日,30℃/23℃,多云/多云
2019年07月01日,31℃/22℃,多云/多云
2019年07月02日,30℃/23℃,多云/多云
2019年07月03日,29℃/22℃,多云/多云
2019年07月04日,30℃/22℃,多云/多云
2019年07月05日,31℃/22℃,多云/多云
2019年07月06日,31℃/24℃,雷阵雨/雷阵雨
2019年07月07日,31℃/21℃,多云/多云
2019年07月08日,29℃/23℃,阵雨/阵雨
2019年07月09日,25℃/21℃,阵雨/阴
2019年07月10日,28℃/21℃,多云/晴
2019年07月11日,30℃/23℃,多云/阴
2019年07月12日,28℃/22℃,阵雨/阵雨
2019年07月13日,26℃/20℃,阴/多云
2019年07月14日,30℃/22℃,晴/晴
2019年07月15日,32℃/23℃,多云/多云
2019年07月16日,31℃/24℃,多云/阵雨
2019年07月17日,31℃/26℃,雷阵雨/阵雨
2019年07月18日,31℃/26℃,阵雨/阴
2019年07月19日,32℃/25℃,雷阵雨/多云
2019年07月20日,32℃/25℃,多云/多云
2019年07月21日,34℃/26℃,晴/晴
2019年07月22日,36℃/28℃,晴/晴
2019年07月23日,36℃/29℃,多云/多云
2019年07月24日,36℃/29℃,多云/多云
2019年07月25日,36℃/29℃,多云/多云
2019年07月26日,36℃/26℃,多云/雷阵雨
2019年07月27日,37℃/29℃,多云/晴
2019年07月28日,37℃/29℃,晴/晴
2019年07月29日,38℃/29℃,晴/晴
2019年07月30日,38℃/29℃,晴/晴
2019年07月31日,38℃/28℃,多云/阴
2019年08月01日,37℃/28℃,多云/多云
2019年08月02日,36℃/26℃,多云/晴
2019年08月03日,35℃/26℃,晴/多云
2019年08月04日,32℃/27℃,阵雨/阴
2019年08月05日,33℃/27℃,多云/多云
2019年08月06日,34℃/26℃,多云/晴
2019年08月07日,34℃/27℃,晴/多云
2019年08月08日,33℃/27℃,小雨/多云
2019年08月09日,33℃/27℃,雷阵雨/中雨
2019年08月10日,28℃/26℃,大雨/中雨
2019年08月11日,29℃/24℃,阴/阴
2019年08月12日,32℃/25℃,晴/晴
2019年08月13日,34℃/25℃,多云/多云
2019年08月14日,34℃/25℃,多云/多云
2019年08月15日,33℃/24℃,晴/晴
2019年08月16日,35℃/23℃,多云/多云
2019年08月17日,34℃/24℃,多云/多云
2019年08月18日,31℃/24℃,多云/多云
2019年08月19日,32℃/22℃,晴/多云
2019年08月20日,32℃/24℃,多云/晴
2019年08月21日,33℃/24℃,多云/多云
2019年08月22日,33℃/24℃,多云/多云
2019年08月23日,34℃/24℃,多云/多云
2019年08月24日,34℃/26℃,多云/多云
2019年08月25日,32℃/27℃,雷阵雨/阴
2019年08月26日,34℃/27℃,多云/多云
2019年08月27日,35℃/25℃,雷阵雨/雷阵雨
2019年08月28日,28℃/23℃,阵雨/多云
2019年08月29日,29℃/21℃,阴/晴
2019年08月30日,30℃/22℃,多云/多云
2019年08月31日,30℃/23℃,多云/多云
2019年09月01日,25℃/20℃,小雨/大雨
2019年09月02日,25℃/21℃,中雨/中雨
2019年09月03日,25℃/21℃,小雨/多云
2019年09月04日,27℃/22℃,多云/小雨
2019年09月05日,27℃/21℃,阵雨/阵雨
2019年09月06日,27℃/23℃,雷阵雨/阴
2019年09月07日,30℃/22℃,晴/晴
2019年09月08日,31℃/21℃,多云/多云
2019年09月09日,30℃/22℃,晴/晴
2019年09月10日,31℃/24℃,多云/多云
2019年09月11日,31℃/24℃,多云/多云
2019年09月12日,31℃/23℃,多云/多云
2019年09月13日,32℃/24℃,晴/多云
2019年09月14日,32℃/23℃,多云/多云
2019年09月15日,30℃/20℃,多云/多云
2019年09月16日,29℃/20℃,多云/多云
2019年09月17日,29℃/22℃,晴/多云
2019年09月18日,30℃/17℃,多云/多云
